block_id,n_events,n_distinct_events,warn_err_ratio,evt_0,evt_1,evt_2,evt_3,evt_4,evt_5,evt_6,evt_7,evt_8,evt_9,evt_10,label
blk_1722532780,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_1723324496,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_1728258460,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_1742139426,6,6,0.6666666666666666,0,1,1,0,1,0,1,1,0,1,0,1
blk_1744640296,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_1750559662,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_1757587047,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1758734229,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_1761787379,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_1770952942,4,4,0.5,0,1,1,1,1,0,0,0,0,0,0,0
blk_1778966053,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_1779632330,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_1781456536,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_1786843642,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1796144157,4,4,0.25,0,0,1,1,1,0,0,1,0,0,0,0
blk_1797925777,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1806259453,5,5,0.0,0,1,1,1,1,0,1,0,0,0,0,0
blk_1817456203,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1827132370,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_1829938854,6,6,0.8333333333333334,0,1,1,0,1,0,1,0,1,0,1,1
blk_1830626496,4,4,0.25,0,1,1,1,0,0,1,0,0,0,0,0
blk_1835660793,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_1836727041,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_1853396077,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_1857494074,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_1858306178,4,4,0.0,0,1,1,0,1,0,0,1,0,0,0,0
blk_1860725525,5,5,0.6,0,0,1,1,1,0,1,1,0,0,0,0
blk_1869676546,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_1877770742,7,7,1.0,0,1,1,1,1,0,1,1,1,0,0,1
blk_1878706809,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_1912732348,4,4,0.25,0,1,1,1,0,0,1,0,0,0,0,0
blk_1913516761,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1925523235,4,4,0.5,0,1,1,0,1,0,0,1,0,0,0,0
blk_1926296159,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_1928067870,4,4,0.0,0,1,1,1,0,0,1,0,0,0,0,0
blk_1934681416,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1944890169,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_1947263230,5,5,0.8,0,1,0,1,1,1,1,0,0,0,0,1
blk_1954403036,4,4,0.5,0,0,0,1,0,0,1,1,0,1,0,1
blk_1955824063,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_1958202127,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_1960812531,5,5,0.4,0,1,0,1,1,0,1,1,0,0,0,0
blk_1962019116,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_1966327002,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_1968999242,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_1969747229,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_1970181661,5,5,0.6,0,1,1,1,1,0,1,0,0,0,0,0
blk_1976154249,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_1982995421,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_1983140716,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_1986317255,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_1988848150,4,4,0.0,0,1,1,1,1,0,0,0,0,0,0,0
blk_1989664371,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_1997131193,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_1998442586,4,4,0.25,0,0,0,1,1,0,1,1,0,0,0,0
blk_1998523780,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2001714098,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_2002012673,4,4,0.0,0,0,1,1,1,0,0,1,0,0,0,0
blk_2009450297,4,4,0.0,0,1,0,0,1,0,1,1,0,0,0,0
blk_2009645065,6,6,0.8333333333333334,0,1,1,0,1,0,1,1,0,1,0,1
blk_2012369543,4,4,0.25,0,1,1,0,1,0,0,1,0,0,0,0
blk_2016009207,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2024049117,4,4,0.0,0,0,1,1,0,0,1,1,0,0,0,0
blk_2025417926,4,4,0.0,0,0,1,1,1,0,1,0,0,0,0,0
blk_2032427558,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2032924795,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_2042930698,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2057391397,8,8,0.625,0,1,1,1,1,1,1,1,1,0,0,1
blk_2066570659,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2068138239,5,5,0.6,0,1,0,1,1,0,1,1,0,0,0,0
blk_2068302952,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2073075449,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_2073647686,4,4,0.0,0,0,1,1,0,0,1,1,0,0,0,0
blk_2074557127,4,4,0.0,0,1,0,1,1,0,0,1,0,0,0,0
blk_2078761326,4,4,1.0,0,1,0,1,1,0,1,0,0,0,0,0
blk_2079575538,4,4,0.25,0,1,1,1,0,0,1,0,0,0,0,0
blk_2082684754,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2092298354,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_2103260322,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_2112063108,4,4,0.5,0,1,0,1,0,0,1,1,0,0,0,0
blk_2112825569,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2113175172,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2116312974,6,6,0.8333333333333334,1,1,1,1,1,0,0,1,0,0,0,1
blk_2119541482,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_2120691300,4,4,0.75,0,1,0,1,1,0,1,0,0,0,0,0
blk_2121084149,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2121713405,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_2121888401,4,4,0.0,0,1,0,1,1,0,1,0,0,0,0,0
blk_2122552926,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2126411572,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_2126844308,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2126910781,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2132655493,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_2144763133,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2152906275,6,6,0.8333333333333334,0,1,1,0,1,0,1,1,1,0,0,1
blk_2158133691,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2167387985,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_2169110967,5,5,0.4,0,1,1,1,0,0,1,1,0,0,0,0
blk_2174741320,5,5,0.6,0,1,0,1,1,0,1,1,0,0,0,0
blk_2177279238,4,4,0.0,0,0,1,1,0,0,1,1,0,0,0,0
blk_2190075604,4,4,0.25,0,0,1,1,1,0,1,0,0,0,0,0
blk_2201679631,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2204421741,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_2204708959,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2209895621,4,4,0.25,0,0,1,1,1,0,1,0,0,0,0,0
blk_2220999470,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2224310093,4,4,0.0,0,1,1,0,1,0,1,0,0,0,0,0
blk_2230585880,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2242119395,5,5,0.6,0,1,0,1,1,0,1,1,0,0,0,0
blk_2267637929,4,4,0.5,0,0,1,1,1,0,0,1,0,0,0,0
blk_2269025669,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_2276804025,6,6,0.6666666666666666,1,1,1,1,1,1,0,0,0,0,0,1
blk_2276814655,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_2286462367,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_2286978537,4,4,0.0,0,1,1,0,1,0,0,1,0,0,0,0
blk_2295461718,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2315662202,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_2322955320,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2323192691,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2328129615,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_2328806928,4,4,0.5,0,1,0,1,0,0,1,1,0,0,0,0
blk_2329527445,4,4,0.0,0,1,1,1,0,0,1,0,0,0,0,0
blk_2333072825,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2333122429,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2335115071,6,6,0.6666666666666666,0,1,1,1,1,0,1,0,0,1,0,1
blk_2342281132,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2346537139,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_2354892838,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2355949574,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2363812687,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_2364886743,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_2365122767,4,4,0.0,0,1,1,0,0,0,1,1,0,0,0,0
blk_2379046070,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2379540505,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_2383338697,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2384648538,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2387373156,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_2388651555,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_2396799134,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_2399986316,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2400536988,4,4,0.25,0,1,0,0,1,0,1,1,0,0,0,0
blk_2407360766,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2408610928,4,4,0.5,0,1,1,0,1,0,1,0,0,0,0,0
blk_2410231573,4,4,0.25,0,1,1,0,0,0,1,1,0,0,0,0
blk_2421372319,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_2421657608,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_2437921866,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2444050809,4,4,0.0,0,1,1,1,1,0,0,0,0,0,0,0
blk_2447228973,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2454464736,4,4,0.0,0,0,1,1,1,0,1,0,0,0,0,0
blk_2463572240,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2464953204,4,4,0.5,0,1,1,0,1,0,1,0,0,0,0,0
blk_2482818043,4,4,0.25,0,0,1,1,1,0,0,1,0,0,0,0
blk_2497708439,4,4,0.25,0,1,0,1,1,0,1,0,0,0,0,0
blk_2502586201,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_2504809365,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2510491789,5,5,0.0,0,1,1,1,0,0,1,1,0,0,0,0
blk_2513320174,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_2521032191,4,4,0.25,0,0,1,0,1,0,1,1,0,0,0,0
blk_2527962850,5,5,0.6,0,1,1,0,1,0,1,1,0,0,0,0
blk_2533638712,5,5,0.4,0,1,0,1,1,0,1,1,0,0,0,0
blk_2553314435,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2555526872,4,4,0.5,0,1,1,1,0,0,1,0,0,0,0,0
blk_2555543755,5,5,0.6,1,0,1,0,1,0,1,1,0,0,0,1
blk_2564635618,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_2575463149,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_2576170584,4,4,0.0,0,0,1,1,1,0,0,1,0,0,0,0
blk_2576609446,4,4,0.25,0,1,1,1,0,0,0,1,0,0,0,0
blk_2582646511,7,7,1.0,1,1,1,1,1,0,1,0,0,0,1,1
blk_2582751488,4,4,0.25,0,1,1,0,0,0,1,1,0,0,0,0
blk_2590032669,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2599317045,4,4,0.0,0,1,0,0,1,0,1,1,0,0,0,0
blk_2600822298,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_2603335537,4,4,0.5,0,0,0,1,1,0,1,1,0,0,0,0
blk_2617905436,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_2624536468,4,4,0.5,0,1,1,1,0,0,0,1,0,0,0,0
blk_2625547582,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2627808746,4,4,0.25,0,1,1,1,0,0,0,1,0,0,0,0
blk_2632734162,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_2633973015,5,5,0.8,1,1,1,1,0,0,1,0,0,0,0,1
blk_2635316187,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2644241576,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2646796401,7,7,0.8571428571428571,0,1,1,1,1,1,0,1,0,1,0,1
blk_2648507380,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_2651624206,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2671164109,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2672241545,4,4,0.25,0,1,0,1,0,0,1,1,0,0,0,0
blk_2675620223,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2688173325,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_2707251331,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2718819506,5,5,0.2,0,1,1,1,0,0,1,1,0,0,0,0
blk_2725585347,4,4,0.0,0,0,1,0,1,0,1,1,0,0,0,0
blk_2726306290,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_2727034434,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2730558461,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_2738936257,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2740223420,5,5,0.8,0,1,1,1,0,0,1,1,0,0,0,0
blk_2743994631,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2749635348,4,4,0.5,0,1,1,1,1,0,0,0,0,0,0,0
blk_2752267198,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_2755756865,4,4,0.5,0,1,1,0,0,0,1,1,0,0,0,0
blk_2760750330,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_2765932813,4,4,0.25,0,0,1,1,1,0,1,0,0,0,0,0
blk_2765960542,4,4,0.0,0,0,1,0,1,0,1,1,0,0,0,0
blk_2770810096,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2775151873,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2779103630,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2779949400,4,4,0.25,0,0,0,1,1,0,1,1,0,0,0,0
blk_2780276106,4,4,0.25,0,0,1,1,1,0,0,1,0,0,0,0
blk_2780485111,4,4,0.0,0,0,1,1,1,0,1,0,0,0,0,0
blk_2786521743,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2789471496,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2799746528,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2802546244,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2804383400,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2817167800,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_2818672425,4,4,0.0,0,0,0,1,1,0,1,1,0,0,0,0
blk_2822534994,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_2824512652,4,4,0.75,0,0,1,0,1,0,1,1,0,0,0,0
blk_2825851893,5,5,0.6,1,1,0,1,1,0,0,0,0,0,1,1
blk_2830298810,4,4,0.5,0,1,1,1,1,0,0,0,0,0,0,0
blk_2833373336,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_2836037860,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_2848906008,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2850924238,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_2852636688,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_2863720727,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2873278394,4,4,0.25,0,0,0,1,1,0,1,1,0,0,0,0
blk_2874265525,4,4,0.25,0,1,0,1,1,0,1,0,0,0,0,0
blk_2880263382,7,7,0.2857142857142857,1,1,1,1,1,0,1,1,0,0,0,1
blk_2897542661,4,4,0.0,0,1,0,1,0,0,1,1,0,0,0,0
blk_2901797515,4,4,0.25,0,1,0,1,1,0,0,1,0,0,0,0
blk_2906158567,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_2908169795,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_2923300257,4,4,0.5,0,0,1,1,1,0,0,1,0,0,0,0
blk_2930936859,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_2934237371,4,4,0.5,0,0,1,1,1,0,0,1,0,0,0,0
blk_2937074212,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_2939985015,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2942170017,5,5,0.4,0,1,1,0,1,0,1,1,0,0,0,0
blk_2947860850,4,4,0.25,0,0,0,1,1,0,1,1,0,0,0,0
blk_2953514917,4,4,0.5,0,1,0,1,1,0,0,1,0,0,0,0
blk_2960423422,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_2962305713,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_2964932467,8,8,0.375,1,1,1,1,1,0,1,1,1,0,0,1
blk_2975211586,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_2983271683,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_2984039974,4,4,0.5,0,1,1,0,1,0,1,0,0,0,0,0
blk_2984601997,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_2985905495,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_2986219275,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_2993698920,4,4,0.75,1,1,0,1,1,0,0,0,0,0,0,1
blk_2997736986,6,6,0.5,1,1,1,0,1,0,1,1,0,0,0,1
blk_3020771590,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_3027438579,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3037454749,5,5,0.6,0,1,1,0,1,0,1,1,0,0,0,0
blk_3041809304,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3051881280,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_3056606597,5,5,0.6,0,1,1,1,0,0,1,1,0,0,0,0
blk_3064632146,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3069337240,5,5,0.2,0,0,1,1,1,0,1,1,0,0,0,0
blk_3071458858,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3075808265,4,4,0.0,0,1,1,1,0,0,1,0,0,0,0,0
blk_3086393193,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_3096000358,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3109104303,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3119237829,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3120622098,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_3121793523,5,5,0.8,0,1,1,0,1,0,1,1,0,0,0,0
blk_3122374089,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3137601931,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_3149253029,6,6,0.6666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3154900503,4,4,0.75,0,0,1,0,1,0,1,1,0,0,0,0
blk_3166221545,5,5,0.4,0,1,1,1,1,0,1,0,0,0,0,0
blk_3170596942,5,5,0.2,0,1,1,0,1,0,1,1,0,0,0,0
blk_3172206341,5,5,0.6,0,1,1,1,1,0,1,0,0,0,0,0
blk_3173112336,4,4,0.5,0,1,1,1,0,0,0,1,0,0,0,0
blk_3173461995,4,4,0.75,0,0,1,1,0,0,1,1,0,0,0,0
blk_3177889744,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3190441587,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3197835227,5,5,0.0,0,1,1,1,0,0,1,1,0,0,0,0
blk_3198794743,4,4,0.0,0,0,1,1,1,0,0,1,0,0,0,0
blk_3212095973,5,5,0.8,0,0,1,1,1,0,1,1,0,0,0,1
blk_3212307137,7,7,0.5714285714285714,0,1,1,1,1,0,1,1,1,0,0,1
blk_3213414537,4,4,0.25,0,1,0,1,0,0,1,1,0,0,0,0
blk_3216157452,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_3217094747,5,5,0.0,0,1,0,1,1,0,1,1,0,0,0,0
blk_3217905320,5,5,0.2,0,1,1,1,1,0,0,1,0,0,0,0
blk_3223586542,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3228287429,6,6,0.5,1,0,1,1,1,0,1,0,0,1,0,1
blk_3241408535,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_3242847889,5,5,0.4,0,1,1,1,1,0,0,1,0,0,0,0
blk_3243304221,5,5,0.0,0,1,0,1,1,0,1,1,0,0,0,0
blk_3244819431,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3249730891,5,5,0.6,0,1,1,0,1,0,1,1,0,0,0,0
blk_3250360257,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_3254094893,5,5,0.8,0,1,1,0,1,0,1,1,0,0,0,0
blk_3255748959,7,7,0.8571428571428571,0,0,1,1,1,1,1,1,0,1,0,1
blk_3258078915,4,4,0.0,0,0,0,1,1,0,1,1,0,0,0,0
blk_3269854164,5,5,0.2,0,1,1,1,1,0,1,0,0,0,0,0
blk_3274151067,6,6,0.5,0,1,1,1,1,0,1,1,0,0,0,0
blk_3312355403,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3313878769,5,5,0.0,0,1,1,1,1,0,0,1,0,0,0,0
blk_3317877966,5,5,0.0,0,1,1,0,1,0,1,1,0,0,0,0
blk_3318733706,6,6,0.6666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3331341689,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3333430170,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3343323511,4,4,0.0,0,1,1,1,0,0,1,0,0,0,0,0
blk_3346497814,7,6,0.42857142857142855,0,1,0,1,1,0,1,1,0,2,0,1
blk_3346880955,5,5,0.2,0,1,0,1,1,0,1,1,0,0,0,0
blk_3355129424,5,5,0.6,0,1,0,1,1,0,1,0,0,1,0,1
blk_3355743206,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3356537406,4,4,0.0,0,1,1,0,1,0,1,0,0,0,0,0
blk_3357561886,6,6,0.0,0,1,1,1,1,0,1,1,0,0,0,0
blk_3359195557,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3363055881,4,4,0.0,0,1,1,0,0,0,1,1,0,0,0,0
blk_3364434710,4,4,1.0,0,1,0,0,1,0,1,1,0,0,0,1
blk_3367063875,6,6,0.6666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3367162403,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3374627851,4,4,0.5,0,0,0,1,1,0,1,1,0,0,0,0
blk_3377318975,4,4,0.25,0,0,0,1,1,0,1,1,0,0,0,0
blk_3380283909,4,4,0.5,0,0,1,1,1,0,1,0,0,0,0,0
blk_3380808541,5,5,0.8,0,1,0,1,1,0,1,1,0,0,0,1
blk_3385390776,5,5,0.0,0,0,1,1,1,0,1,1,0,0,0,0
blk_3388913750,5,5,0.8,0,1,1,1,1,0,1,0,0,0,0,0
blk_3394299545,4,4,0.5,0,1,0,1,1,0,1,0,0,0,0,0
blk_3395096510,4,4,0.75,0,0,1,1,1,0,1,0,0,0,0,0
blk_3399293249,5,5,0.2,0,1,1,1,0,0,1,0,0,0,1,1
blk_3400296595,4,4,0.25,0,0,1,1,0,0,1,1,0,0,0,0
blk_3402724983,4,4,0.25,0,1,1,0,1,0,1,0,0,0,0,0
blk_3413100943,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3435814054,4,4,0.0,0,0,1,1,0,0,1,1,0,0,0,0
blk_3440896260,4,4,0.25,0,0,1,1,1,0,0,1,0,0,0,0
blk_3443110066,5,5,0.4,0,0,1,1,1,0,1,1,0,0,0,0
blk_3444016753,6,6,0.3333333333333333,0,1,1,1,1,0,1,1,0,0,0,0
blk_3446722974,6,6,0.16666666666666666,0,1,1,1,1,0,1,1,0,0,0,0
blk_3449253524,4,4,0.25,0,1,0,1,1,0,1,0,0,0,0,0
blk_3450747020,4,4,0.25,0,1,0,1,1,0,0,1,0,0,0,0
